cobacia,cotrecho,trechosjus,curso_dagua,vazao_incremental,vazao_naturalizada,cabeceira
"75819163",365937,168046,"7581916",1,0,False
"75819162",101735,168046,"75819162",1,0,True
"75819161",168046,333095,"7581916",1,0,False
"75819157",333095,62864,"758",1,0,False
"75819156",281703,62864,"75819156",1,0,True
"75819155",62864,196427,"758",1,0,False
"75819154",139929,196427,"75819154",1,0,True
"75819153",196427,333102,"758",1,0,False
"75819152",318852,333102,"75819152",1,0,True
"75819151",333102,333074,"758",1,0,False
"758191493",274975,53224,"7581914",1,0,True
"758191492",239764,53224,"758191492",1,0,True
"758191491",53224,274977,"7581914",1,0,False
"75819148",199155,274977,"75819148",1,0,True
"75819147",274977,274974,"7581914",1,0,False
"75819146",211995,274974,"75819146",1,0,True
"75819145",274974,117967,"7581914",1,0,False
"75819144",49154,117967,"75819144",1,0,True
"75819143",117967,274976,"7581914",1,0,False
"75819142",52297,274976,"75819142",1,0,True
"758191413",274976,201744,"7581914",1,0,False
"758191412",187137,201744,"758191412",1,0,True
"758191411",201744,333074,"7581914",1,0,False
"75819139",333074,333116,"758",1,0,False
"758191383",448595,271854,"75819138",1,0,True
"758191382",240858,271854,"758191382",1,0,True
"758191381",271854,333116,"75819138",1,0,False
"758191379",333116,333073,"758",1,0,False
"758191378",139419,333073,"758191378",1,0,True
"758191377",333073,129454,"758",1,0,False
"758191376",331025,129454,"758191376",1,0,True
"758191375",129454,97730,"758",1,0,False
"758191374",248475,97730,"758191374",1,0,True
"758191373",97730,333054,"758",1,0,False
"7581913725",373167,85162,"758191372",1,0,True
"7581913724",233553,85162,"7581913724",1,0,True
"7581913723",85162,95200,"758191372",1,0,False
"7581913722",102340,95200,"7581913722",1,0,True
"7581913721",95200,333054,"758191372",1,0,False
"758191371",333054,333118,"758",1,0,False
"758191365",420558,178980,"75819136",1,0,True
"758191364",127129,178980,"758191364",1,0,True
"758191363",178980,147193,"75819136",1,0,False
"758191362",288909,147193,"758191362",1,0,True
"758191361",147193,333118,"75819136",1,0,False
"75819135",333118,333114,"758",1,0,False
"758191343",323305,323306,"75819134",1,0,True
"758191342",204655,323306,"758191342",1,0,True
"758191341",323306,333114,"75819134",1,0,False
"758191335",333114,330388,"758",1,0,False
"758191334",220318,330388,"758191334",1,0,True
"758191333",330388,333107,"758",1,0,False
"758191332",247890,333107,"758191332",1,0,True
"758191331",333107,80346,"758",1,0,False
"758191323",156314,362658,"75819132",1,0,True
"758191322",164334,362658,"758191322",1,0,True
"758191321",362658,80346,"75819132",1,0,False
"758191315",80346,333103,"758",1,0,False
"758191314",337211,333103,"758191314",1,0,True
"758191313",333103,114590,"758",1,0,False
"7581913123",302401,302402,"758191312",1,0,True
"7581913122",147247,302402,"7581913122",1,0,True
"7581913121",302402,114590,"758191312",1,0,False
"758191311",114590,333092,"758",1,0,False
"75819125",254362,597,"7581912",1,0,True
"75819124",297991,597,"75819124",1,0,True
"75819123",597,112414,"7581912",1,0,False
"758191223",263742,87887,"75819122",1,0,True
"758191222",72237,87887,"758191222",1,0,True
"758191221",87887,112414,"75819122",1,0,False
"75819121",112414,333092,"7581912",1,0,False
"75819113",333092,161141,"758",1,0,False
"75819112",301500,161141,"75819112",1,0,True
"75819111",161141,333101,"758",1,0,False
"7581899",254068,93149,"75818",1,0,True
"7581898",208216,93149,"7581898",1,0,True
"7581897",93149,53465,"75818",1,0,False
"75818963",288006,288005,"7581896",1,0,True
"75818962",299534,288005,"75818962",1,0,True
"75818961",288005,53465,"7581896",1,0,False
"7581895",53465,254070,"75818",1,0,False
"75818943",55913,222993,"7581894",1,0,True
"75818942",243462,222993,"75818942",1,0,True
"75818941",222993,254070,"7581894",1,0,False
"7581893",254070,254069,"75818",1,0,False
"7581892",220871,254069,"7581892",1,0,True
"75818913",254069,415305,"75818",1,0,False
"75818912",137419,415305,"75818912",1,0,True
"75818911",415305,415307,"75818",1,0,False
"7581883",232882,114034,"758188",1,0,True
"7581882",154713,114034,"7581882",1,0,True
"7581881",114034,415307,"758188",1,0,False
"758187",415307,415304,"75818",1,0,False
"7581865",237656,450749,"758186",1,0,True
"7581864",84118,450749,"7581864",1,0,True
"7581863",450749,450821,"758186",1,0,False
"7581862",10921,450821,"7581862",1,0,True
"7581861",450821,415304,"758186",1,0,False
"758185",415304,415310,"75818",1,0,False
"75818493",241413,90055,"758184",1,0,True
"75818492",332583,90055,"75818492",1,0,True
"75818491",90055,332588,"758184",1,0,False
"7581848",303325,332588,"7581848",1,0,True
"75818473",332588,332589,"758184",1,0,False
"75818472",193087,332589,"75818472",1,0,True
"75818471",332589,241416,"758184",1,0,False
"75818463",250120,56019,"7581846",1,0,True
"75818462",211319,56019,"75818462",1,0,True
"75818461",56019,241416,"7581846",1,0,False
"7581845",241416,89731,"758184",1,0,False
"7581844",163416,89731,"7581844",1,0,True
"7581843",89731,332590,"758184",1,0,False
"7581842",195547,332590,"7581842",1,0,True
"75818413",332590,106944,"758184",1,0,False
"75818412",315910,106944,"75818412",1,0,True
"75818411",106944,415310,"758184",1,0,False
"75818395",415310,415306,"75818",1,0,False
"75818394",305235,415306,"75818394",1,0,True
"75818393",415306,415311,"75818",1,0,False
"75818392",124896,415311,"75818392",1,0,True
"75818391",415311,47359,"75818",1,0,False
"75818385",175469,244571,"7581838",1,0,True
"75818384",290219,244571,"75818384",1,0,True
"75818383",244571,245450,"7581838",1,0,False
"75818382",224632,245450,"75818382",1,0,True
"75818381",245450,47359,"7581838",1,0,False
"7581837",47359,254067,"75818",1,0,False
"7581836",325274,254067,"7581836",1,0,True
"75818353",254067,110179,"75818",1,0,False
"75818352",232506,110179,"75818352",1,0,True
"75818351",110179,415312,"75818",1,0,False
"7581834",225921,415312,"7581834",1,0,True
"7581833",415312,122466,"75818",1,0,False
"7581832",207970,122466,"7581832",1,0,True
"7581831",122466,72185,"75818",1,0,False
"7581829",332812,332781,"758182",1,0,True
"7581828",98692,332781,"7581828",1,0,True
"7581827",332781,332672,"758182",1,0,False
"7581826",199908,332672,"7581826",1,0,True
"75818253",332672,332808,"758182",1,0,False
"75818252",167003,332808,"75818252",1,0,True
"75818251",332808,332811,"758182",1,0,False
"7581824",39370,332811,"7581824",1,0,True
"7581823",332811,332790,"758182",1,0,False
"7581822",405774,332790,"7581822",1,0,True
"7581821",332790,72185,"758182",1,0,False
"758181",72185,333101,"75818",1,0,False
"758175",333101,333093,"758",1,0,False
"7581745",208038,172131,"758174",1,0,True
"7581744",191955,172131,"7581744",1,0,True
"7581743",172131,172130,"758174",1,0,False
"7581742",191998,172130,"7581742",1,0,True
"7581741",172130,333093,"758174",1,0,False
"758173",333093,333117,"758",1,0,False
"758172",300265,333117,"758172",1,0,True
"758171",333117,127408,"758",1,0,False
"7581699",116198,161546,"75816",1,0,True
"7581698",326728,161546,"7581698",1,0,True
"7581697",161546,411020,"75816",1,0,False
"7581696",291486,411020,"7581696",1,0,True
"7581695",411020,411024,"75816",1,0,False
"7581694",277141,411024,"7581694",1,0,True
"7581693",411024,411018,"75816",1,0,False
"7581692",159981,411018,"7581692",1,0,True
"7581691",411018,411019,"75816",1,0,False
"7581683",239031,239030,"758168",1,0,True
"7581644",229174,279563,"7581644",1,0,True
"7581643",279563,279566,"758164",1,0,False
"7581642",281042,279566,"7581642",1,0,True
"7581641",279566,411025,"758164",1,0,False
"758163",411025,411023,"75816",1,0,False
"758162",62829,411023,"758162",1,0,True
"758161",411023,127408,"75816",1,0,False
"758153",127408,333106,"758",1,0,False
"7581527",437707,437709,"758152",1,0,True
"7581526",190251,437709,"7581526",1,0,True
"7581525",437709,437711,"758152",1,0,False
"7581524",199759,437711,"7581524",1,0,True
"7581523",437711,437710,"758152",1,0,False
"7581522",126824,437710,"7581522",1,0,True
"7581521",437710,333106,"758152",1,0,False
"758151",333106,161143,"758",1,0,False
"7581497",133614,217681,"75814",1,0,True
"7581496",255277,217681,"7581496",1,0,True
"7581495",217681,52692,"75814",1,0,False
"7581494",210991,52692,"7581494",1,0,True
"7581493",52692,34299,"75814",1,0,False
"75814923",234679,234680,"7581492",1,0,True
"75814922",254647,234680,"75814922",1,0,True
"75814921",234680,34299,"7581492",1,0,False
"7581491",34299,185637,"75814",1,0,False
"758148",230116,185637,"758148",1,0,True
"7581477",185637,217687,"75814",1,0,False
"7581476",313974,217687,"7581476",1,0,True
"7581475",217687,93846,"75814",1,0,False
"75814743",306629,306628,"7581474",1,0,True
"75814742",238790,306628,"75814742",1,0,True
"75814741",306628,93846,"7581474",1,0,False
"7581473",93846,92197,"75814",1,0,False
"7581472",279885,92197,"7581472",1,0,True
"7581471",92197,217686,"75814",1,0,False
"7581463",268893,200038,"758146",1,0,True
"7581462",182629,200038,"7581462",1,0,True
"7581461",200038,217686,"758146",1,0,False
"7581457",217686,112619,"75814",1,0,False
"7581456",213190,112619,"7581456",1,0,True
"7581455",112619,185636,"75814",1,0,False
"7581454",311394,185636,"7581454",1,0,True
"7581453",185636,133613,"75814",1,0,False
"7581452",267480,133613,"7581452",1,0,True
"7581451",133613,330064,"75814",1,0,False
"7581443",12802,17080,"758144",1,0,True
"7581442",286592,17080,"7581442",1,0,True
"7581441",17080,330064,"758144",1,0,False
"7581435",330064,330056,"75814",1,0,False
"7581434",185730,330056,"7581434",1,0,True
"7581433",330056,330059,"75814",1,0,False
"7581432",290910,330059,"7581432",1,0,True
"7581431",330059,28786,"75814",1,0,False
"758142",296136,28786,"758142",1,0,True
"7581413",28786,330060,"75814",1,0,False
"7581412",224237,330060,"7581412",1,0,True
"7581411",330060,161143,"75814",1,0,False
"7581393",161143,333115,"758",1,0,False
"7581392",241117,333115,"7581392",1,0,True
"7581391",333115,333098,"758",1,0,False
"7581387",380919,357807,"758138",1,0,True
"7581386",357869,357807,"7581386",1,0,True
"7581385",357807,357831,"758138",1,0,False
"7581384",255314,357831,"7581384",1,0,True
"7581383",357831,357905,"758138",1,0,False
"7581382",145638,357905,"7581382",1,0,True
"7581381",357905,333098,"758138",1,0,False
"7581379",333098,73847,"758",1,0,False
"7581378",229951,73847,"7581378",1,0,True
"75813775",73847,333099,"758",1,0,False
"75813774",268119,333099,"75813774",1,0,True
"75813773",333099,333063,"758",1,0,False
"75813772",272499,333063,"75813772",1,0,True
"75813771",333063,99518,"758",1,0,False
"75813767",222346,89946,"7581376",1,0,True
"75813766",316378,89946,"75813766",1,0,True
"75813765",89946,89317,"7581376",1,0,False
"75813764",346448,89317,"75813764",1,0,True
"75813763",89317,411500,"7581376",1,0,False
"758137623",411493,228083,"75813762",1,0,True
"758137622",280601,228083,"758137622",1,0,True
"758137621",228083,411500,"75813762",1,0,False
"75813761",411500,99518,"7581376",1,0,False
"7581375",99518,306306,"758",1,0,False
"7581374",306365,306306,"7581374",1,0,True
"7581373",306306,48114,"758",1,0,False
"7581372",315322,48114,"7581372",1,0,True
"75813713",48114,333061,"758",1,0,False
"75813712",238131,333061,"75813712",1,0,True
"75813711",333061,161146,"758",1,0,False
"7581369",34886,217643,"758136",1,0,True
"7581368",66117,217643,"7581368",1,0,True
"7581367",217643,396985,"758136",1,0,False
"7581366",396979,396985,"7581366",1,0,True
"7581365",396985,396981,"758136",1,0,False
"7581364",437681,396981,"7581364",1,0,True
"7581363",396981,396982,"758136",1,0,False
"7581362",293751,396982,"7581362",1,0,True
"7581361",396982,161146,"758136",1,0,False
"7581355",161146,4769,"758",1,0,False
"7581354",294220,4769,"7581354",1,0,True
"7581353",4769,44506,"758",1,0,False
"7581352",231980,44506,"7581352",1,0,True
"7581351",44506,333091,"758",1,0,False
"75813495",216202,197141,"758134",1,0,True
"75813494",265831,197141,"75813494",1,0,True
"75813493",197141,48872,"758134",1,0,False
"75813492",307764,48872,"75813492",1,0,True
"75813491",48872,415315,"758134",1,0,False
"75813483",415303,310470,"7581348",1,0,True
"75813482",226034,310470,"75813482",1,0,True
"75813481",310470,415315,"7581348",1,0,False
"75813473",415315,415308,"758134",1,0,False
"75813472",217890,415308,"75813472",1,0,True
"75813471",415308,415313,"758134",1,0,False
"7581346",407974,415313,"7581346",1,0,True
"7581345",415313,109897,"758134",1,0,False
"7581344",358077,109897,"7581344",1,0,True
"75813435",109897,90511,"758134",1,0,False
"75813434",244371,90511,"75813434",1,0,True
"75813433",90511,415309,"758134",1,0,False
"75813432",416393,415309,"75813432",1,0,True
"75813431",415309,415504,"758134",1,0,False
"7581342",415503,415504,"7581342",1,0,True
"75813413",415504,415502,"758134",1,0,False
"75813412",127183,415502,"75813412",1,0,True
"75813411",415502,333091,"758134",1,0,False
"7581335",333091,74406,"758",1,0,False
"7581334",243342,74406,"7581334",1,0,True
"7581333",74406,333119,"758",1,0,False
"7581332",142359,333119,"7581332",1,0,True
"7581331",333119,39455,"758",1,0,False
"75813297",269877,441649,"758132",1,0,True
"75813296",204274,441649,"75813296",1,0,True
"75813295",441649,269878,"758132",1,0,False
"75813294",280932,269878,"75813294",1,0,True
"75813293",269878,441657,"758132",1,0,False
"75813292",292332,441657,"75813292",1,0,True
"75813291",441657,441652,"758132",1,0,False
"7581328",346488,441652,"7581328",1,0,True
"7581327",441652,441648,"758132",1,0,False
"75813263",452243,452242,"7581326",1,0,True
"75813262",276169,452242,"75813262",1,0,True
"75813261",452242,441648,"7581326",1,0,False
"75813253",441648,441651,"758132",1,0,False
"75813252",422282,441651,"75813252",1,0,True
"75813251",441651,441654,"758132",1,0,False
"7581324",217833,441654,"7581324",1,0,True
"7581323",441654,441653,"758132",1,0,False
"7581322",241358,441653,"7581322",1,0,True
"75813213",441653,441656,"758132",1,0,False
"75813212",349085,441656,"75813212",1,0,True
"75813211",441656,39455,"758132",1,0,False
"758131",39455,92723,"758",1,0,False
"75812995",458076,458071,"75812",1,0,True
"75812994",46233,458071,"75812994",1,0,True
"75812993",458071,458078,"75812",1,0,False
"75812992",159204,458078,"75812992",1,0,True
"75812991",458078,458056,"75812",1,0,False
"7581298",268350,458056,"7581298",1,0,True
"7581297",458056,82145,"75812",1,0,False
"7581296",229550,82145,"7581296",1,0,True
"75812955",82145,135578,"75812",1,0,False
"75812954",289916,135578,"75812954",1,0,True
"75812953",135578,458070,"75812",1,0,False
"75812952",275118,458070,"75812952",1,0,True
"75812951",458070,10354,"75812",1,0,False
"75812943",284436,284454,"7581294",1,0,True
"75812942",222248,284454,"75812942",1,0,True
"75812941",284454,10354,"7581294",1,0,False
"75812937",10354,458067,"75812",1,0,False
"75812936",310882,458067,"75812936",1,0,True
"75812935",458067,51287,"75812",1,0,False
"75812934",381055,51287,"75812934",1,0,True
"75812933",51287,45477,"75812",1,0,False
"75812932",314796,45477,"75812932",1,0,True
"75812931",45477,74973,"75812",1,0,False
"7581292",281556,74973,"7581292",1,0,True
"75812913",74973,76375,"75812",1,0,False
"75812912",235107,76375,"75812912",1,0,True
"75812911",76375,458066,"75812",1,0,False
"758128",348880,458066,"758128",1,0,True
"758127",458066,458072,"75812",1,0,False
"7581269",432512,173074,"758126",1,0,True
"7581268",59133,173074,"7581268",1,0,True
"7581267",173074,432513,"758126",1,0,False
"7581266",232762,432513,"7581266",1,0,True
"7581265",432513,432511,"758126",1,0,False
"7581264",32146,432511,"7581264",1,0,True
"7581263",432511,173073,"758126",1,0,False
"7581262",356385,173073,"7581262",1,0,True
"7581261",173073,458072,"758126",1,0,False
"7581253",458072,458068,"75812",1,0,False
"7581252",283099,458068,"7581252",1,0,True
"7581251",458068,220881,"75812",1,0,False
"7581249",283382,163781,"758124",1,0,True
"7581248",71532,163781,"7581248",1,0,True
"7581247",163781,283461,"758124",1,0,False
"7581246",138289,283461,"7581246",1,0,True
"7581245",283461,404790,"758124",1,0,False
"7581244",404800,404790,"7581244",1,0,True
"7581243",404790,163782,"758124",1,0,False
"75812423",412347,412346,"7581242",1,0,True
"75812422",320144,412346,"75812422",1,0,True
"75812421",412346,163782,"7581242",1,0,False
"7581241",163782,220881,"758124",1,0,False
"75812393",220881,458073,"75812",1,0,False
"75812392",267052,458073,"75812392",1,0,True
"75812391",458073,458074,"75812",1,0,False
"75812383",334435,100408,"7581238",1,0,True
"75812382",346916,100408,"75812382",1,0,True
"75812381",100408,458074,"7581238",1,0,False
"7581237",458074,91741,"75812",1,0,False
"7581236",374157,91741,"7581236",1,0,True
"7581235",91741,45443,"75812",1,0,False
"7581234",434380,45443,"7581234",1,0,True
"7581233",45443,458062,"75812",1,0,False
"7581232",399292,458062,"7581232",1,0,True
"7581231",458062,458077,"75812",1,0,False
"7581229",443604,107584,"758122",1,0,True
"7581228",63712,107584,"7581228",1,0,True
"7581227",107584,443602,"758122",1,0,False
"7581226",271731,443602,"7581226",1,0,True
"7581225",443602,67604,"758122",1,0,False
"7581224",456178,67604,"7581224",1,0,True
"7581223",67604,456179,"758122",1,0,False
"7581222",366438,456179,"7581222",1,0,True
"7581221",456179,458077,"758122",1,0,False
"7581217",458077,128056,"75812",1,0,False
"75812163",420145,48214,"7581216",1,0,True
"75812162",32781,48214,"75812162",1,0,True
"75812161",48214,128056,"7581216",1,0,False
"7581215",128056,73426,"75812",1,0,False
"7581214",438089,73426,"7581214",1,0,True
"7581213",73426,34060,"75812",1,0,False
"7581212",242175,34060,"7581212",1,0,True
"7581211",34060,92723,"75812",1,0,False
"7581199",92723,333090,"758",1,0,False
"7581198",306413,333090,"7581198",1,0,True
"75811975",333090,846,"758",1,0,False
"75811974",255559,846,"75811974",1,0,True
"75811973",846,333065,"758",1,0,False
"75811972",261964,333065,"75811972",1,0,True
"75811971",333065,333062,"758",1,0,False
"7581196",221016,333062,"7581196",1,0,True
"7581195",333062,69939,"758",1,0,False
"7581194",438051,69939,"7581194",1,0,True
"7581193",69939,333097,"758",1,0,False
"7581192",265974,333097,"7581192",1,0,True
"75811915",333097,333096,"758",1,0,False
"75811914",56217,333096,"75811914",1,0,True
"75811913",333096,333113,"758",1,0,False
"75811912",238015,333113,"75811912",1,0,True
"75811911",333113,333104,"758",1,0,False
"7581189",264969,264974,"758118",1,0,True
"7581188",143720,264974,"7581188",1,0,True
"7581187",264974,264971,"758118",1,0,False
"7581186",452359,264971,"7581186",1,0,True
"75811855",264971,452361,"758118",1,0,False
"75811854",239074,452361,"75811854",1,0,True
"75811853",452361,452360,"758118",1,0,False
"75811852",62616,452360,"75811852",1,0,True
"75811851",452360,20372,"758118",1,0,False
"75811845",381352,459878,"7581184",1,0,True
"75811844",459879,459878,"75811844",1,0,True
"75811843",459878,459877,"7581184",1,0,False
"75811842",275469,459877,"75811842",1,0,True
"75811841",459877,20372,"7581184",1,0,False
"7581183",20372,26899,"758118",1,0,False
"7581182",396937,26899,"7581182",1,0,True
"75811817",26899,396936,"758118",1,0,False
"75811816",240750,396936,"75811816",1,0,True
"75811815",396936,264972,"758118",1,0,False
"75811814",445280,264972,"75811814",1,0,True
"75811813",264972,445254,"758118",1,0,False
"75811812",276816,445254,"75811812",1,0,True
"75811811",445254,333104,"758118",1,0,False
"7581173",333104,333105,"758",1,0,False
"75811723",440337,440338,"7581172",1,0,True
"75811722",204956,440338,"75811722",1,0,True
"75811721",440338,333105,"7581172",1,0,False
"7581171",333105,333108,"758",1,0,False
"7581167",131832,389043,"758116",1,0,True
"7581166",96363,389043,"7581166",1,0,True
"7581165",389043,178997,"758116",1,0,False
"7581164",49836,178997,"7581164",1,0,True
"7581163",178997,83320,"758116",1,0,False
"75811625",342987,179474,"7581162",1,0,True
"75811624",415660,179474,"75811624",1,0,True
"75811623",179474,399896,"7581162",1,0,False
"75811622",190371,399896,"75811622",1,0,True
"75811621",399896,83320,"7581162",1,0,False
"7581161",83320,333108,"758116",1,0,False
"758115",333108,161139,"758",1,0,False
"7581149",56286,60903,"758114",1,0,True
"7581148",43227,60903,"7581148",1,0,True
"7581147",60903,358701,"758114",1,0,False
"7581146",314076,358701,"7581146",1,0,True
"7581145",358701,236579,"758114",1,0,False
"7581144",263657,236579,"7581144",1,0,True
"7581143",236579,356745,"758114",1,0,False
"7581142",333628,356745,"7581142",1,0,True
"7581141",356745,161139,"758114",1,0,False
"7581133",161139,49118,"758",1,0,False
"7581132",342965,49118,"7581132",1,0,True
"7581131",49118,97735,"758",1,0,False
"75811297",301473,424901,"758112",1,0,True
"75811296",89458,424901,"75811296",1,0,True
"75811295",424901,301472,"758112",1,0,False
"75811294",68445,301472,"75811294",1,0,True
"75811293",301472,380646,"758112",1,0,False
"75811292",216529,380646,"75811292",1,0,True
"75811291",380646,385790,"758112",1,0,False
"7581128",385789,385790,"7581128",1,0,True
"75811275",385790,301474,"758112",1,0,False
"75811274",236391,301474,"75811274",1,0,True
"75811273",301474,435318,"758112",1,0,False
"75811272",304054,435318,"75811272",1,0,True
"75811271",435318,19626,"758112",1,0,False
"75811263",226584,226588,"7581126",1,0,True
"75811262",242570,226588,"75811262",1,0,True
"75811261",226588,19626,"7581126",1,0,False
"75811253",19626,337037,"758112",1,0,False
"75811252",286294,337037,"75811252",1,0,True
"75811251",337037,335513,"758112",1,0,False
"75811243",151141,344476,"7581124",1,0,True
"75811242",50683,344476,"75811242",1,0,True
"75811241",344476,335513,"7581124",1,0,False
"7581123",335513,58142,"758112",1,0,False
"75811227",267856,367530,"7581122",1,0,True
"75811226",63228,367530,"75811226",1,0,True
"75811225",367530,66898,"7581122",1,0,False
"75811224",148212,66898,"75811224",1,0,True
"75811223",66898,334945,"7581122",1,0,False
"75811222",56297,334945,"75811222",1,0,True
"75811221",334945,58142,"7581122",1,0,False
"75811213",58142,301468,"758112",1,0,False
"75811212",109644,301468,"75811212",1,0,True
"75811211",301468,97735,"758112",1,0,False
"758111",97735,41884,"758",1,0,False
